target_number,lon,lat,xpixel,ypixel,detecttime,inc_ang,reliability,nr_pixels,length,width,size_class,heading_range,heading_north,lwh_reliability,manual_add,noise,significance,threshold_tile,max_value,false_alarm_cause
671,104.400341,1.456991,4163.0,5210.0,2019-11-27 11:17:22.519,33.155,0,27,108.0,28.0,M,0.0,106.0,false,false,0,"0.0,0.0,6.218,6.692","0.0,0.0,104.271,391.758","0,0,197,682",
672,104.334707,1.44724,3426.0,5255.0,2019-11-27 11:17:22.519,32.73,0,122,124.0,94.0,L,0.0,174.0,false,false,0,"0.0,0.0,28.906,25.113","0.0,0.0,110.887,368.629","0,0,832,2165",
673,104.338937,1.445886,3469.0,5231.0,2019-11-27 11:17:22.519,32.755,0,121,139.0,82.0,L,0.0,5.0,false,false,0,"0.0,0.0,28.252,34.298","0.0,0.0,110.446,372.04","0,0,808,2913",
674,104.336268,1.444596,3437.0,5224.0,2019-11-27 11:17:22.519,32.737,0,114,119.0,90.0,M,0.0,7.0,false,false,0,"0.0,0.0,13.453,79.074","0.0,0.0,110.319,370.042","0,0,409,6472",
675,104.295008,1.431558,2958.0,5179.0,2019-11-27 11:17:22.519,32.458,0,42,84.0,51.0,M,0.0,85.0,false,false,0,"0.0,0.0,3.47,4.896","0.0,0.0,113.785,342.538","0,0,130,440",
676,104.095483,1.392888,697.0,5220.0,2019-11-27 11:17:22.519,31.12,0,15,50.0,26.0,S,0.0,158.0,false,false,0,"0.0,0.0,5.956,4.134","0.0,0.0,130.224,262.771","0,0,229,327",
677,104.097317,1.388496,707.0,5169.0,2019-11-27 11:17:22.519,31.126,0,12,37.0,28.0,S,0.0,132.0,false,false,0,"0.0,0.0,7.555,10.058","0.0,0.0,129.703,267.079","0,0,272,729",
678,104.041638,1.37725,75.0,5176.0,2019-11-27 11:17:22.519,30.745,0,13,94.0,27.0,M,0.0,53.0,false,false,0,"0.0,0.0,2.793,3.558","0.0,0.0,188.449,525.829","0,0,178,669",
679,104.047247,1.374566,130.0,5134.0,2019-11-27 11:17:22.519,30.778,0,6,57.0,18.0,S,0.0,60.0,false,false,0,"0.0,0.0,3.209,1.607","0.0,0.0,198.475,474.357","0,0,209,388",
680,104.775329,1.537967,8431.0,5222.0,2019-11-27 11:17:22.519,35.538,0,118,171.0,68.0,L,0.0,118.0,false,false,0,"0.0,0.0,38.007,35.341","0.0,0.0,107.99,256.282","0,0,1050,2053",
681,104.82429,1.546229,8983.0,5199.0,2019-11-27 11:17:22.519,35.837,0,151,210.0,71.0,L,0.0,104.0,false,false,0,"0.0,0.0,44.788,49.05","0.0,0.0,96.951,255.15","0,0,1114,2793",
682,105.112905,1.601804,12252.0,5136.0,2019-11-27 11:17:22.519,37.558,0,185,260.0,70.0,L,0.0,110.0,false,false,0,"0.0,0.0,45.652,33.377","0.0,0.0,73.315,208.013","0,0,868,1600",
683,104.567975,1.498488,6083.0,5271.0,2019-11-27 11:17:22.519,34.244,0,153,207.0,78.0,L,0.0,3.0,false,false,0,"0.0,0.0,26.007,55.995","0.0,0.0,98.167,295.411","0,0,664,3731",
684,104.583037,1.50287,6257.0,5284.0,2019-11-27 11:17:22.519,34.341,0,147,163.0,88.0,L,0.0,129.0,false,false,0,"0.0,0.0,69.612,122.097","0.0,0.0,98.149,278.906","0,0,1734,7590",
685,104.857652,1.559734,9377.0,5267.0,2019-11-27 11:17:22.519,36.048,3,22,69.0,30.0,S,0.0,19.0,false,false,0,"0.0,0.0,0.781,8.803","0.0,0.0,89.965,242.631","0,0,51,535",AA
686,104.857649,1.564602,9388.0,5318.0,2019-11-27 11:17:22.519,36.054,0,179,196.0,88.0,L,0.0,113.0,false,false,0,"0.0,0.0,33.956,48.091","0.0,0.0,89.651,243.663","0,0,782,2591",
687,104.531983,1.521849,5744.0,5601.0,2019-11-27 11:17:22.519,34.054,0,196,236.0,82.0,L,0.0,128.0,false,false,0,"0.0,0.0,39.602,38.681","0.0,0.0,100.779,264.772","0,0,1028,2384",
688,104.551539,1.513477,5938.0,5468.0,2019-11-27 11:17:22.519,34.163,0,85,124.0,66.0,L,0.0,135.0,false,false,0,"0.0,0.0,42.538,29.57","0.0,0.0,99.624,299.331","0,0,1074,2041",
689,104.812829,1.571289,8915.0,5491.0,2019-11-27 11:17:22.519,35.8,3,64,141.0,40.0,L,0.0,9.0,false,false,0,"0.0,0.0,1.087,16.876","0.0,0.0,95.834,267.08","0,0,61,1065",AA
690,105.340355,1.659918,14861.0,5240.0,2019-11-27 11:17:22.519,38.877,0,64,207.0,43.0,L,0.0,41.0,false,false,0,"0.0,0.0,4.247,0.931","0.0,0.0,71.102,187.742","0,0,101,97",
691,104.582563,1.506467,6260.0,5323.0,2019-11-27 11:17:22.519,34.343,0,6,33.0,15.0,S,0.0,47.0,false,false,0,"0.0,0.0,2.939,0.865","0.0,0.0,98.602,278.962","0,0,110,145",
692,104.435997,1.551555,4766.0,6134.0,2019-11-27 11:17:22.519,33.5,0,9,41.0,20.0,S,0.0,2.0,false,false,0,"0.0,0.0,2.846,1.977","0.0,0.0,108.705,374.87","0,0,116,284",
693,104.287266,1.505249,3041.0,5979.0,2019-11-27 11:17:22.519,32.506,0,2,22.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.033,2.292","0.0,0.0,119.181,396.749","0,0,124,295",
694,104.453191,1.521479,4885.0,5775.0,2019-11-27 11:17:22.519,33.568,0,6,28.0,22.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.237,0.965","0.0,0.0,105.727,314.744","0,0,123,168",
695,104.519473,1.567351,5711.0,6113.0,2019-11-27 11:17:22.519,34.035,0,189,188.0,96.0,L,0.0,153.0,false,false,0,"0.0,0.0,37.353,57.569","0.0,0.0,104.284,308.743","0,0,999,3970",
696,104.467701,1.554069,5117.0,6089.0,2019-11-27 11:17:22.519,33.7,0,54,121.0,43.0,L,0.0,152.0,false,false,0,"0.0,0.0,9.212,9.107","0.0,0.0,106.391,286.351","0,0,282,664",
697,104.455375,1.555502,4986.0,6132.0,2019-11-27 11:17:22.519,33.626,0,33,64.0,46.0,S,0.0,127.0,false,false,0,"0.0,0.0,15.303,14.109","0.0,0.0,106.319,287.161","0,0,441,984",
698,104.452708,1.549792,4944.0,6077.0,2019-11-27 11:17:22.519,33.602,0,48,97.0,47.0,M,0.0,54.0,false,false,0,"0.0,0.0,19.083,17.145","0.0,0.0,107.069,301.543","0,0,548,1236",
699,104.445993,1.548091,4867.0,6074.0,2019-11-27 11:17:22.519,33.558,0,57,134.0,41.0,L,0.0,4.0,false,false,0,"0.0,0.0,19.211,7.975","0.0,0.0,107.568,321.895","0,0,549,676",
700,104.411645,1.546367,4489.0,6134.0,2019-11-27 11:17:22.519,33.342,0,238,337.0,108.0,L,0.0,120.0,false,false,0,"0.0,0.0,74.068,64.355","0.0,0.0,109.673,403.072","0,0,2038,5744",
701,104.521872,1.550543,5699.0,5929.0,2019-11-27 11:17:22.519,34.029,0,179,186.0,97.0,L,0.0,139.0,false,false,0,"0.0,0.0,50.083,79.576","0.0,0.0,105.632,311.472","0,0,1356,5454",
702,104.505622,1.547894,5516.0,5937.0,2019-11-27 11:17:22.519,33.926,0,334,351.0,96.0,L,0.0,128.0,false,false,0,"0.0,0.0,68.338,152.516","0.0,0.0,106.137,300.631","0,0,1828,10285",
703,104.478387,1.553458,5232.0,6058.0,2019-11-27 11:17:22.519,33.765,0,87,157.0,54.0,L,0.0,113.0,false,false,0,"0.0,0.0,19.658,57.565","0.0,0.0,105.876,276.858","0,0,555,3589",
704,104.473027,1.547896,5161.0,6011.0,2019-11-27 11:17:22.519,33.725,0,56,90.0,57.0,M,0.0,158.0,false,false,0,"0.0,0.0,10.678,10.166","0.0,0.0,106.478,288.146","0,0,321,740",
705,104.448763,1.542728,4885.0,6011.0,2019-11-27 11:17:22.519,33.568,0,34,103.0,31.0,M,0.0,165.0,false,false,0,"0.0,0.0,7.089,6.902","0.0,0.0,107.824,319.572","0,0,228,590",
706,104.451643,1.536395,4902.0,5937.0,2019-11-27 11:17:22.519,33.578,0,29,83.0,34.0,M,0.0,136.0,false,false,0,"0.0,0.0,7.853,8.974","0.0,0.0,107.615,321.338","0,0,248,733",
707,104.430466,1.533597,4665.0,5956.0,2019-11-27 11:17:22.519,33.443,0,146,195.0,72.0,L,0.0,131.0,false,false,0,"0.0,0.0,30.736,33.219","0.0,0.0,109.346,374.23","0,0,869,2841",
708,104.42147,1.526539,4551.0,5901.0,2019-11-27 11:17:22.519,33.378,0,22,46.0,41.0,S,0.0,55.0,false,false,0,"0.0,0.0,15.558,6.835","0.0,0.0,108.86,399.173","0,0,456,718",
709,104.389889,1.524321,4202.0,5949.0,2019-11-27 11:17:22.519,33.178,0,34,95.0,34.0,M,0.0,3.0,false,false,0,"0.0,0.0,12.291,6.477","0.0,0.0,110.467,410.881","0,0,376,713",
710,104.04415,1.444124,255.0,5880.0,2019-11-27 11:17:22.519,30.854,0,4,22.0,22.0,S,0.0,100.0,false,false,0,"0.0,0.0,1.607,3.507","0.0,0.0,142.746,217.294","0,0,92,221",
711,104.532412,1.539619,5789.0,5789.0,2019-11-27 11:17:22.519,34.079,0,150,211.0,69.0,L,0.0,131.0,false,false,0,"0.0,0.0,27.224,45.512","0.0,0.0,102.985,288.813","0,0,723,2956",
712,104.51008,1.535313,5536.0,5794.0,2019-11-27 11:17:22.519,33.937,0,128,170.0,73.0,L,0.0,117.0,false,false,0,"0.0,0.0,42.144,88.176","0.0,0.0,103.949,278.144","0,0,1124,5564",
713,104.503825,1.525231,5445.0,5701.0,2019-11-27 11:17:22.519,33.885,0,143,162.0,88.0,L,0.0,138.0,false,false,0,"0.0,0.0,56.835,74.748","0.0,0.0,103.259,272.865","0,0,1482,4801",
714,104.473431,1.532738,5131.0,5849.0,2019-11-27 11:17:22.519,33.708,0,121,162.0,76.0,L,0.0,144.0,false,false,0,"0.0,0.0,21.788,60.625","0.0,0.0,105.898,296.815","0,0,604,4213",
715,104.471359,1.524178,5089.0,5763.0,2019-11-27 11:17:22.519,33.684,0,55,96.0,55.0,M,0.0,121.0,false,false,0,"0.0,0.0,16.203,16.967","0.0,0.0,104.539,261.76","0,0,454,1072",
716,104.472095,1.517118,5081.0,5686.0,2019-11-27 11:17:22.519,33.679,0,65,118.0,54.0,M,0.0,92.0,false,false,0,"0.0,0.0,21.114,33.438","0.0,0.0,103.544,234.209","0,0,577,1921",
717,104.452772,1.528336,4896.0,5849.0,2019-11-27 11:17:22.519,33.574,0,61,104.0,55.0,M,0.0,154.0,false,false,0,"0.0,0.0,18.377,18.628","0.0,0.0,107.027,319.291","0,0,520,1394",
718,104.45351,1.520826,4887.0,5768.0,2019-11-27 11:17:22.519,33.569,0,40,95.0,40.0,M,0.0,105.0,false,false,0,"0.0,0.0,15.487,17.652","0.0,0.0,105.629,312.277","0,0,441,1346",
719,104.44127,1.511272,4732.0,5694.0,2019-11-27 11:17:22.519,33.481,0,109,143.0,76.0,L,0.0,124.0,false,false,0,"0.0,0.0,45.075,47.083","0.0,0.0,105.893,350.233","0,0,1202,3745",
720,104.415752,1.514766,4462.0,5789.0,2019-11-27 11:17:22.519,33.327,0,50,94.0,51.0,M,0.0,112.0,false,false,0,"0.0,0.0,23.025,26.123","0.0,0.0,107.507,402.773","0,0,650,2367",
721,104.393974,1.501194,4194.0,5694.0,2019-11-27 11:17:22.519,33.173,0,61,115.0,50.0,M,0.0,114.0,false,false,0,"0.0,0.0,22.42,12.389","0.0,0.0,107.043,399.335","0,0,620,1199",
722,104.058586,1.441246,405.0,5817.0,2019-11-27 11:17:22.519,30.944,0,6,28.0,22.0,S,0.0,100.0,false,false,0,"0.0,0.0,1.409,8.099","0.0,0.0,141.619,193.082","0,0,81,377",
723,104.070863,1.435651,526.0,5729.0,2019-11-27 11:17:22.519,31.017,0,4,22.0,17.0,S,0.0,100.0,false,false,0,"0.0,0.0,2.183,6.221","0.0,0.0,138.377,191.553","0,0,103,292",
724,104.036648,1.430791,143.0,5755.0,2019-11-27 11:17:22.519,30.786,0,30,57.0,48.0,S,0.0,118.0,false,false,0,"0.0,0.0,10.981,15.768","0.0,0.0,144.087,337.579","0,0,410,1208",
725,104.560656,1.548161,6116.0,5816.0,2019-11-27 11:17:22.519,34.263,0,541,509.0,114.0,L,0.0,6.0,false,false,0,"0.0,0.0,25.546,27.435","0.0,0.0,102.966,298.55","0,0,701,1885",
726,104.828981,1.59249,9139.0,5680.0,2019-11-27 11:17:22.519,35.92,0,189,269.0,76.0,L,0.0,130.0,false,false,0,"0.0,0.0,84.333,49.513","0.0,0.0,92.824,255.788","0,0,1968,2836",
727,104.849664,1.599868,9381.0,5711.0,2019-11-27 11:17:22.519,36.05,0,219,188.0,117.0,L,0.0,133.0,false,false,0,"0.0,0.0,65.713,277.613","0.0,0.0,88.763,246.711","0,0,1484,15115",
728,105.492299,1.750497,16721.0,5860.0,2019-11-27 11:17:22.519,39.789,0,105,137.0,80.0,L,0.0,122.0,false,false,0,"0.0,0.0,11.599,38.899","0.0,0.0,81.63,181.67","0,0,266,1564",
729,106.043507,1.849064,22947.0,5663.0,2019-11-27 11:17:22.519,42.672,0,25,84.0,27.0,M,0.0,10.0,false,false,0,"0.0,0.0,1.31,9.583","0.0,0.0,56.004,146.614","0,0,39,350",
730,104.555109,1.564207,6092.0,5999.0,2019-11-27 11:17:22.519,34.249,3,21,73.0,25.0,M,0.0,17.0,false,false,0,"0.0,0.0,1.267,4.133","0.0,0.0,103.743,298.226","0,0,70,360",AA
731,104.577206,1.570085,6346.0,6011.0,2019-11-27 11:17:22.519,34.391,0,164,167.0,98.0,L,0.0,3.0,false,false,0,"0.0,0.0,24.107,36.468","0.0,0.0,101.763,274.945","0,0,645,2318",
732,104.805388,1.606583,8914.0,5883.0,2019-11-27 11:17:22.519,35.799,0,3,28.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,1.17,2.962","0.0,0.0,96.766,280.462","0,0,64,286",
733,104.803856,1.610855,8907.0,5932.0,2019-11-27 11:17:22.519,35.796,0,257,285.0,89.0,L,0.0,100.0,false,false,0,"0.0,0.0,23.747,266.643","0.0,0.0,96.58,278.563","0,0,603,16683",
734,105.441799,1.746973,16163.0,5936.0,2019-11-27 11:17:22.519,39.518,0,11,60.0,21.0,S,0.0,9.0,false,false,0,"0.0,0.0,0.488,3.29","0.0,0.0,76.34,178.782","0,0,37,183",
735,106.00428,1.863329,22552.0,5904.0,2019-11-27 11:17:22.519,42.496,0,16,51.0,29.0,S,0.0,172.0,false,false,0,"0.0,0.0,1.365,3.881","0.0,0.0,52.4,144.685","0,0,37,167",
736,104.86132,1.639584,9598.0,6107.0,2019-11-27 11:17:22.519,36.166,0,580,292.0,198.0,L,0.0,142.0,false,false,0,"0.0,0.0,58.055,76.801","0.0,0.0,90.233,294.634","0,0,1360,5033",
737,104.560058,1.614056,6259.0,6517.0,2019-11-27 11:17:22.519,34.343,0,54,115.0,45.0,M,0.0,118.0,false,false,0,"0.0,0.0,8.544,11.488","0.0,0.0,97.587,273.862","0,0,241,787",
738,104.546117,1.610456,6099.0,6510.0,2019-11-27 11:17:22.519,34.253,0,98,127.0,77.0,L,0.0,160.0,false,false,0,"0.0,0.0,20.36,200.901","0.0,0.0,98.781,302.606","0,0,537,13547",
739,104.531531,1.617001,5955.0,6613.0,2019-11-27 11:17:22.519,34.172,0,152,197.0,76.0,L,0.0,125.0,false,false,0,"0.0,0.0,35.612,69.461","0.0,0.0,98.19,295.306","0,0,904,4647",
740,104.480579,1.60507,5373.0,6601.0,2019-11-27 11:17:22.519,33.845,0,68,114.0,60.0,M,0.0,74.0,false,false,0,"0.0,0.0,14.318,17.065","0.0,0.0,100.893,329.938","0,0,392,1330",
741,104.472784,1.593127,5261.0,6492.0,2019-11-27 11:17:22.519,33.781,0,170,202.0,82.0,L,0.0,118.0,false,false,0,"0.0,0.0,47.097,58.32","0.0,0.0,102.396,298.302","0,0,1219,3952",
742,104.457286,1.595239,5097.0,6550.0,2019-11-27 11:17:22.519,33.689,0,192,244.0,76.0,L,0.0,120.0,false,false,0,"0.0,0.0,34.123,43.917","0.0,0.0,102.846,310.707","0,0,907,3078",
743,104.439174,1.59932,4909.0,6634.0,2019-11-27 11:17:22.519,33.582,0,105,129.0,76.0,L,0.0,101.0,false,false,0,"0.0,0.0,37.629,27.831","0.0,0.0,103.606,367.762","0,0,1006,2350",
744,104.44267,1.589149,4924.0,6518.0,2019-11-27 11:17:22.519,33.59,0,176,234.0,73.0,L,0.0,109.0,false,false,0,"0.0,0.0,51.165,77.504","0.0,0.0,104.692,357.56","0,0,1363,6199",
745,104.429838,1.589484,4785.0,6551.0,2019-11-27 11:17:22.519,33.511,0,177,253.0,68.0,L,0.0,119.0,false,false,0,"0.0,0.0,32.709,23.811","0.0,0.0,104.853,380.688","0,0,889,2101",
746,104.395033,1.583785,4393.0,6569.0,2019-11-27 11:17:22.519,33.287,0,107,149.0,70.0,L,0.0,112.0,false,false,0,"0.0,0.0,24.391,95.933","0.0,0.0,105.817,404.348","0,0,672,8700",
747,104.343928,1.574794,3816.0,6589.0,2019-11-27 11:17:22.519,32.956,0,29,77.0,35.0,M,0.0,8.0,false,false,0,"0.0,0.0,11.346,4.054","0.0,0.0,107.851,409.784","0,0,340,492",
748,104.342748,1.571204,3795.0,6553.0,2019-11-27 11:17:22.519,32.944,0,89,187.0,46.0,L,0.0,4.0,false,false,0,"0.0,0.0,21.934,13.831","0.0,0.0,108.579,411.551","0,0,619,1363",
749,104.033507,1.500881,268.0,6507.0,2019-11-27 11:17:22.519,30.862,0,112,214.0,111.0,L,0.0,97.0,false,false,0,"0.0,0.0,1.947,5.547","0.0,0.0,137.664,249.092","0,0,101,389",
750,104.559119,1.596088,6208.0,6328.0,2019-11-27 11:17:22.519,34.314,0,193,198.0,97.0,L,0.0,149.0,false,false,0,"0.0,0.0,41.87,39.217","0.0,0.0,100.266,293.686","0,0,1087,2649",
751,104.543251,1.598211,6040.0,6387.0,2019-11-27 11:17:22.519,34.22,0,253,281.0,88.0,L,0.0,134.0,false,false,0,"0.0,0.0,33.399,23.617","0.0,0.0,100.655,315.466","0,0,874,1719",
752,104.529659,1.58765,5868.0,6305.0,2019-11-27 11:17:22.519,34.124,0,352,351.0,101.0,L,0.0,139.0,false,false,0,"0.0,0.0,51.269,51.588","0.0,0.0,101.704,310.629","0,0,1329,3512",
753,104.463654,1.580539,5133.0,6379.0,2019-11-27 11:17:22.519,33.709,0,157,164.0,95.0,L,0.0,140.0,false,false,0,"0.0,0.0,47.624,51.008","0.0,0.0,103.481,283.018","0,0,1239,3290",
754,104.436687,1.569834,4815.0,6326.0,2019-11-27 11:17:22.519,33.528,0,135,189.0,69.0,L,0.0,124.0,false,false,0,"0.0,0.0,38.081,31.509","0.0,0.0,106.9,380.708","0,0,1045,2767",
755,104.448928,1.5719,4953.0,6321.0,2019-11-27 11:17:22.519,33.607,0,149,203.0,73.0,L,0.0,126.0,false,false,0,"0.0,0.0,37.261,30.019","0.0,0.0,104.999,308.224","0,0,1000,2238",
756,104.416446,1.562545,4578.0,6295.0,2019-11-27 11:17:22.519,33.393,0,155,190.0,80.0,L,0.0,123.0,false,false,0,"0.0,0.0,33.099,30.262","0.0,0.0,107.595,391.87","0,0,905,2701",
757,104.38704,1.557815,4247.0,6311.0,2019-11-27 11:17:22.519,33.204,0,127,152.0,85.0,L,0.0,67.0,false,false,0,"0.0,0.0,64.079,131.25","0.0,0.0,108.586,418.81","0,0,1757,12050",
758,104.378649,1.560628,4162.0,6360.0,2019-11-27 11:17:22.519,33.155,0,50,94.0,48.0,M,0.0,158.0,false,false,0,"0.0,0.0,9.969,32.62","0.0,0.0,108.048,421.025","0,0,307,3110",
759,104.034094,1.492342,255.0,6415.0,2019-11-27 11:17:22.519,30.854,3,8,28.0,22.0,S,0.0,145.0,false,false,0,"0.0,0.0,0.545,3.893","0.0,0.0,139.52,258.235","0,0,63,301",AA
760,104.045756,1.493655,385.0,6402.0,2019-11-27 11:17:22.519,30.932,0,13,38.0,32.0,S,0.0,24.0,false,false,0,"0.0,0.0,9.58,4.601","0.0,0.0,138.253,231.471","0,0,353,289",
761,104.024535,1.4783,119.0,6287.0,2019-11-27 11:17:22.519,30.772,0,56,102.0,53.0,M,0.0,113.0,false,false,0,"0.0,0.0,8.754,22.498","0.0,0.0,146.976,287.902","0,0,357,1544",
762,104.473011,1.562957,5195.0,6171.0,2019-11-27 11:17:22.519,33.744,0,54,101.0,50.0,M,0.0,87.0,false,false,0,"0.0,0.0,17.178,23.607","0.0,0.0,105.487,275.517","0,0,489,1532",
763,104.461642,1.558912,5062.0,6154.0,2019-11-27 11:17:22.519,33.669,0,71,111.0,61.0,M,0.0,125.0,false,false,0,"0.0,0.0,32.551,22.797","0.0,0.0,106.15,284.832","0,0,901,1486",
764,104.433767,1.554327,4748.0,6168.0,2019-11-27 11:17:22.519,33.49,0,102,153.0,66.0,L,0.0,114.0,false,false,0,"0.0,0.0,43.88,89.891","0.0,0.0,108.813,387.189","0,0,1202,7657",
765,104.046103,1.476581,350.0,6220.0,2019-11-27 11:17:22.519,30.911,0,4,22.0,22.0,S,0.0,100.0,false,false,0,"0.0,0.0,5.05,3.204","0.0,0.0,144.348,255.371","0,0,211,245",
766,104.044753,1.475571,333.0,6212.0,2019-11-27 11:17:22.519,30.901,0,4,22.0,17.0,S,0.0,10.0,false,false,0,"0.0,0.0,2.555,5.397","0.0,0.0,145.098,253.931","0,0,125,380",
767,104.028167,1.469688,139.0,6187.0,2019-11-27 11:17:22.519,30.784,0,98,118.0,80.0,M,0.0,43.0,false,false,0,"0.0,0.0,14.537,26.315","0.0,0.0,148.67,285.574","0,0,578,1767",
768,104.74297,1.624586,8275.0,6215.0,2019-11-27 11:17:22.519,35.453,0,181,199.0,89.0,L,0.0,131.0,false,false,0,"0.0,0.0,39.941,73.594","0.0,0.0,109.063,285.459","0,0,1126,4547",
769,104.840975,1.639402,9376.0,6151.0,2019-11-27 11:17:22.519,36.048,3,23,85.0,25.0,M,0.0,14.0,false,false,0,"0.0,0.0,0.835,4.359","0.0,0.0,90.579,307.147","0,0,52,387",AA
770,105.628036,1.807334,18328.0,6158.0,2019-11-27 11:17:22.519,40.557,0,17,71.0,25.0,M,0.0,8.0,false,false,0,"0.0,0.0,4.766,3.222","0.0,0.0,60.63,165.187","0,0,94,166",
771,104.68241,1.627476,7622.0,6383.0,2019-11-27 11:17:22.519,35.097,0,73,176.0,42.0,L,0.0,8.0,false,false,0,"0.0,0.0,8.897,13.249","0.0,0.0,100.721,270.695","0,0,256,857",
772,104.826906,1.665079,9281.0,6456.0,2019-11-27 11:17:22.519,35.997,0,74,122.0,60.0,L,0.0,118.0,false,false,0,"0.0,0.0,20.081,31.433","0.0,0.0,94.07,342.235","0,0,503,2412",
773,105.354414,1.772907,15270.0,6410.0,2019-11-27 11:17:22.519,39.08,0,32,80.0,38.0,M,0.0,10.0,false,false,0,"0.0,0.0,1.298,5.36","0.0,0.0,73.061,192.576","0,0,50,283",
774,105.765895,1.859286,19947.0,6399.0,2019-11-27 11:17:22.519,41.314,3,20,59.0,30.0,S,0.0,16.0,false,false,0,"0.0,0.0,1.626,5.796","0.0,0.0,49.005,161.493","0,0,38,255",AA
775,106.085065,1.92842,23579.0,6415.0,2019-11-27 11:17:22.519,42.95,0,38,68.0,51.0,S,0.0,172.0,false,false,0,"0.0,0.0,14.255,12.242","0.0,0.0,60.374,155.159","0,0,236,460",
776,104.640951,1.629473,7175.0,6498.0,2019-11-27 11:17:22.519,34.851,0,425,393.0,109.0,L,0.0,1.0,false,false,0,"0.0,0.0,37.157,51.972","0.0,0.0,99.421,285.818","0,0,958,3377",
777,104.834586,1.679786,9398.0,6595.0,2019-11-27 11:17:22.519,36.059,3,20,68.0,29.0,S,0.0,10.0,false,false,0,"0.0,0.0,0.776,3.683","0.0,0.0,94.107,337.604","0,0,52,377",AA
778,104.860256,1.686148,9692.0,6604.0,2019-11-27 11:17:22.519,36.216,0,230,299.0,75.0,L,0.0,107.0,false,false,0,"0.0,0.0,53.906,46.377","0.0,0.0,90.668,315.48","0,0,1242,3308",
779,104.640755,1.63394,7183.0,6546.0,2019-11-27 11:17:22.519,34.855,0,11,55.0,19.0,S,0.0,6.0,false,false,0,"0.0,0.0,3.047,0.451","0.0,0.0,99.354,291.169","0,0,114,125",
780,104.024665,1.560457,307.0,7159.0,2019-11-27 11:17:22.519,30.885,0,2,22.0,10.0,S,0.0,10.0,false,false,0,"0.0,0.0,4.601,2.76","0.0,0.0,141.403,273.224","0,0,191,221",
781,104.497372,1.616132,5581.0,6681.0,2019-11-27 11:17:22.519,33.962,0,4,22.0,17.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.109,1.611","0.0,0.0,99.194,312.203","0,0,112,210",
782,104.017197,1.517891,129.0,6724.0,2019-11-27 11:17:22.519,30.778,3,7,24.0,26.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.42,2.311","0.0,0.0,138.361,307.283","0,0,151,228",AA
783,104.016292,1.515622,114.0,6702.0,2019-11-27 11:17:22.519,30.769,0,6,28.0,22.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.538,2.486","0.0,0.0,138.165,310.34","0,0,153,237",
784,104.60399,1.680406,6888.0,7123.0,2019-11-27 11:17:22.519,34.692,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,0.654,1.835","0.0,0.0,97.297,244.198","0,0,51,174",
785,104.462873,1.651272,5285.0,7132.0,2019-11-27 11:17:22.519,33.795,0,275,313.0,85.0,L,0.0,121.0,false,false,0,"0.0,0.0,47.296,29.823","0.0,0.0,102.266,330.913","0,0,1243,2302",
786,104.017594,1.559582,228.0,7166.0,2019-11-27 11:17:22.519,30.837,0,30,67.0,43.0,S,0.0,95.0,false,false,0,"0.0,0.0,7.435,8.476","0.0,0.0,141.954,313.073","0,0,305,716",
787,104.014095,1.558746,188.0,7165.0,2019-11-27 11:17:22.519,30.813,0,46,102.0,43.0,M,0.0,97.0,false,false,0,"0.0,0.0,5.38,16.06","0.0,0.0,142.249,325.247","0,0,233,1305",
788,104.009754,1.55755,138.0,7162.0,2019-11-27 11:17:22.519,30.783,0,42,108.0,35.0,M,0.0,100.0,false,false,0,"0.0,0.0,6.558,24.14","0.0,0.0,142.921,337.995","0,0,265,1896",
789,104.582022,1.669057,6623.0,7052.0,2019-11-27 11:17:22.519,34.545,0,18,239.0,25.0,L,0.0,167.0,false,false,0,"0.0,0.0,1.348,2.603","0.0,0.0,96.27,161.349","0,0,67,147",
790,104.536141,1.660103,6103.0,7060.0,2019-11-27 11:17:22.519,34.255,0,175,174.0,96.0,L,0.0,131.0,false,false,0,"0.0,0.0,29.784,51.696","0.0,0.0,97.672,262.644","0,0,741,3074",
791,104.536545,1.656401,6099.0,7020.0,2019-11-27 11:17:22.519,34.253,3,17,84.0,20.0,M,0.0,7.0,false,false,0,"0.0,0.0,0.994,4.192","0.0,0.0,97.28,263.142","0,0,60,330",AA
792,104.538,1.649856,6100.0,6947.0,2019-11-27 11:17:22.519,34.254,0,22,60.0,33.0,S,0.0,12.0,false,false,0,"0.0,0.0,0.66,5.588","0.0,0.0,96.588,260.214","0,0,51,400",
793,104.479025,1.648667,5455.0,7068.0,2019-11-27 11:17:22.519,33.891,0,216,283.0,76.0,L,0.0,124.0,false,false,0,"0.0,0.0,26.571,103.869","0.0,0.0,100.374,331.032","0,0,702,7567",
794,104.396067,1.630373,4510.0,7061.0,2019-11-27 11:17:22.519,33.354,0,248,278.0,86.0,L,0.0,123.0,false,false,0,"0.0,0.0,41.531,35.164","0.0,0.0,104.722,380.059","0,0,1103,3022",
