target_number,lon,lat,xpixel,ypixel,detecttime,inc_ang,reliability,nr_pixels,length,width,size_class,heading_range,heading_north,lwh_reliability,manual_add,noise,significance,threshold_tile,max_value,false_alarm_cause
546,104.585287,1.392044,6030.0,4102.0,2019-11-27 11:17:22.519,34.214,0,47,78.0,55.0,M,0.0,3.0,false,false,0,"0.0,0.0,9.928,6.223","0.0,0.0,99.831,321.647","0,0,281,534",
547,104.585956,1.395885,6046.0,4141.0,2019-11-27 11:17:22.519,34.223,0,9,32.0,24.0,S,0.0,169.0,false,false,0,"0.0,0.0,2.361,3.256","0.0,0.0,99.883,321.028","0,0,95,328",
548,104.58707,1.398467,6064.0,4166.0,2019-11-27 11:17:22.519,34.234,0,24,58.0,39.0,S,0.0,169.0,false,false,0,"0.0,0.0,5.222,7.901","0.0,0.0,99.843,321.656","0,0,165,654",
549,104.587078,1.404152,6077.0,4226.0,2019-11-27 11:17:22.519,34.241,0,48,147.0,33.0,L,0.0,3.0,false,false,0,"0.0,0.0,5.886,7.147","0.0,0.0,98.987,320.161","0,0,182,600",
550,104.585826,1.404877,6065.0,4237.0,2019-11-27 11:17:22.519,34.234,0,64,106.0,56.0,M,0.0,2.0,false,false,0,"0.0,0.0,21.3,11.692","0.0,0.0,98.954,318.001","0,0,564,911",
551,104.759191,1.434704,8021.0,4161.0,2019-11-27 11:17:22.519,35.315,0,188,243.0,74.0,L,0.0,112.0,false,false,0,"0.0,0.0,42.409,46.974","0.0,0.0,104.719,286.53","0,0,1139,3078",
552,104.828254,1.444731,8796.0,4111.0,2019-11-27 11:17:22.519,35.736,0,5,25.0,15.0,S,0.0,82.0,false,false,0,"0.0,0.0,1.291,2.241","0.0,0.0,98.047,196.319","0,0,67,166",
553,104.953155,1.475398,10226.0,4154.0,2019-11-27 11:17:22.519,36.5,3,17,59.0,24.0,S,0.0,9.0,false,false,0,"0.0,0.0,1.221,4.549","0.0,0.0,79.679,129.15","0,0,53,173",AA
554,105.943153,1.686731,21487.0,4162.0,2019-11-27 11:17:22.519,42.018,0,264,329.0,162.0,L,0.0,87.0,false,false,0,"0.0,0.0,2.253,4.184","0.0,0.0,52.094,205.562","0,0,48,249",
555,105.959705,1.684397,21662.0,4100.0,2019-11-27 11:17:22.519,42.097,0,535,495.0,170.0,L,0.0,9.0,false,false,0,"0.0,0.0,2.497,3.454","0.0,0.0,53.982,216.725","0,0,56,296",
556,105.95365,1.689681,21608.0,4170.0,2019-11-27 11:17:22.519,42.073,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,0.676,1.486","0.0,0.0,54.715,240.116","0,0,30,182",
557,104.49271,1.394406,5027.0,4336.0,2019-11-27 11:17:22.519,33.649,0,148,208.0,69.0,L,0.0,89.0,false,false,0,"0.0,0.0,30.531,27.591","0.0,0.0,102.504,377.598","0,0,804,2382",
558,104.940997,1.499404,10148.0,4437.0,2019-11-27 11:17:22.519,36.459,0,8,28.0,22.0,S,0.0,145.0,false,false,0,"0.0,0.0,1.027,3.378","0.0,0.0,81.043,130.983","0,0,50,147",
559,104.981931,1.503434,10603.0,4387.0,2019-11-27 11:17:22.519,36.699,0,76,104.0,73.0,M,0.0,128.0,false,false,0,"0.0,0.0,13.781,42.28","0.0,0.0,78.375,140.656","0,0,298,1363",
560,105.144911,1.53489,12449.0,4353.0,2019-11-27 11:17:22.519,37.659,0,43,70.0,57.0,S,0.0,38.0,false,false,0,"0.0,0.0,5.194,17.576","0.0,0.0,71.016,186.22","0,0,117,759",
561,105.505399,1.618982,16566.0,4431.0,2019-11-27 11:17:22.519,39.714,0,15,56.0,23.0,S,0.0,4.0,false,false,0,"0.0,0.0,0.945,3.465","0.0,0.0,80.244,116.968","0,0,48,125",
562,105.959578,1.700482,21697.0,4271.0,2019-11-27 11:17:22.519,42.113,0,70,106.0,61.0,M,0.0,104.0,false,false,0,"0.0,0.0,27.288,62.192","0.0,0.0,49.058,149.119","0,0,357,2249",
563,105.992344,1.711582,22079.0,4315.0,2019-11-27 11:17:22.519,42.285,0,174,160.0,110.0,L,0.0,73.0,false,false,0,"0.0,0.0,46.985,66.384","0.0,0.0,49.802,150.835","0,0,606,2222",
564,106.24624,1.766212,24968.0,4323.0,2019-11-27 11:17:22.519,43.554,0,124,140.0,97.0,L,0.0,128.0,false,false,0,"0.0,0.0,16.523,69.589","0.0,0.0,84.386,173.086","0,0,375,2650",
565,104.492456,1.418529,5079.0,4593.0,2019-11-27 11:17:22.519,33.678,0,450,305.0,145.0,L,0.0,128.0,false,false,0,"0.0,0.0,51.251,157.865","0.0,0.0,108.287,412.627","0,0,1462,14891",
566,104.811378,1.484328,8702.0,4570.0,2019-11-27 11:17:22.519,35.685,0,71,255.0,57.0,L,0.0,120.0,false,false,0,"0.0,0.0,1.196,3.045","0.0,0.0,102.976,228.141","0,0,68,232",
567,105.429131,1.613121,15722.0,4541.0,2019-11-27 11:17:22.519,39.302,0,12,95.0,21.0,M,0.0,177.0,false,false,0,"0.0,0.0,0.813,3.042","0.0,0.0,75.533,197.528","0,0,43,196",
568,105.476834,1.624347,16267.0,4553.0,2019-11-27 11:17:22.519,39.568,0,22,80.0,25.0,M,0.0,8.0,false,false,0,"0.0,0.0,0.482,5.762","0.0,0.0,78.018,140.454","0,0,38,211",
569,105.484271,1.626109,16352.0,4555.0,2019-11-27 11:17:22.519,39.61,0,19,64.0,27.0,S,0.0,10.0,false,false,0,"0.0,0.0,1.036,3.961","0.0,0.0,77.552,123.661","0,0,49,137",
570,104.718056,1.428553,7559.0,4189.0,2019-11-27 11:17:22.519,35.062,3,23,99.0,49.0,M,0.0,70.0,false,false,0,"0.0,0.0,2.6,3.073","0.0,0.0,101.257,304.318","0,0,102,303",AA
571,104.370229,1.416017,3742.0,4843.0,2019-11-27 11:17:22.519,32.913,0,31,77.0,37.0,M,0.0,171.0,false,false,0,"0.0,0.0,8.436,2.72","0.0,0.0,105.972,403.977","0,0,259,364",
572,104.481399,1.423569,4970.0,4672.0,2019-11-27 11:17:22.519,33.616,0,13,361.0,24.0,L,0.0,128.0,false,false,0,"0.0,0.0,2.593,2.086","0.0,0.0,105.104,405.186","0,0,109,325",
573,104.05519,1.369943,206.0,5067.0,2019-11-27 11:17:22.519,30.824,0,108,139.0,73.0,L,0.0,143.0,false,false,0,"0.0,0.0,14.066,13.221","0.0,0.0,146.778,325.174","0,0,592,1872",
574,104.48332,1.464573,5084.0,5103.0,2019-11-27 11:17:22.519,33.681,3,55,106.0,61.0,M,0.0,166.0,false,false,0,"0.0,0.0,1.771,5.678","0.0,0.0,101.26,368.902","0,0,81,575",AA
575,104.050454,1.373716,163.0,5118.0,2019-11-27 11:17:22.519,30.798,0,2,22.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,2.231,2.613","0.0,0.0,171.888,379.539","0,0,150,527",
576,104.04965,1.372732,152.0,5110.0,2019-11-27 11:17:22.519,30.792,0,11,37.0,23.0,S,0.0,100.0,false,false,0,"0.0,0.0,6.031,6.269","0.0,0.0,159.622,436.241","0,0,297,1041",
577,104.048552,1.370512,135.0,5088.0,2019-11-27 11:17:22.519,30.781,0,48,104.0,46.0,M,0.0,49.0,false,false,0,"0.0,0.0,11.302,16.96","0.0,0.0,163.362,367.951","0,0,534,1853",
578,104.39203,1.43916,4032.0,5040.0,2019-11-27 11:17:22.519,33.08,0,23,57.0,37.0,S,0.0,126.0,false,false,0,"0.0,0.0,7.743,4.729","0.0,0.0,105.204,414.056","0,0,238,561",
579,104.334411,1.427959,3379.0,5051.0,2019-11-27 11:17:22.519,32.703,0,326,288.0,112.0,L,0.0,133.0,false,false,0,"0.0,0.0,38.978,53.162","0.0,0.0,109.911,382.091","0,0,1099,4569",
580,104.089301,1.358266,551.0,4866.0,2019-11-27 11:17:22.519,31.032,0,42,86.0,45.0,M,0.0,157.0,false,false,0,"0.0,0.0,3.788,5.405","0.0,0.0,130.702,262.354","0,0,167,445",
581,104.05766,1.368664,230.0,5048.0,2019-11-27 11:17:22.519,30.839,0,28,84.0,33.0,M,0.0,138.0,false,false,0,"0.0,0.0,5.695,5.3","0.0,0.0,141.474,267.116","0,0,258,476",
582,104.059634,1.364482,242.0,4999.0,2019-11-27 11:17:22.519,30.846,0,32,83.0,34.0,M,0.0,120.0,false,false,0,"0.0,0.0,6.936,8.951","0.0,0.0,138.195,285.701","0,0,288,733",
583,104.064554,1.362463,291.0,4967.0,2019-11-27 11:17:22.519,30.876,3,19,70.0,26.0,S,0.0,12.0,false,false,0,"0.0,0.0,0.93,3.151","0.0,0.0,136.308,313.796","0,0,73,319",AA
584,104.06507,1.36131,294.0,4953.0,2019-11-27 11:17:22.519,30.877,3,8,41.0,22.0,S,0.0,10.0,false,false,0,"0.0,0.0,1.39,3.411","0.0,0.0,136.274,321.064","0,0,86,335",AA
585,104.055151,1.367046,199.0,5037.0,2019-11-27 11:17:22.519,30.82,0,70,99.0,67.0,M,0.0,136.0,false,false,0,"0.0,0.0,11.767,8.729","0.0,0.0,142.795,275.705","0,0,484,743",
586,104.052201,1.365785,164.0,5030.0,2019-11-27 11:17:22.519,30.799,0,103,193.0,79.0,L,0.0,52.0,false,false,0,"0.0,0.0,8.705,29.689","0.0,0.0,142.853,277.733","0,0,363,2235",
587,104.055568,1.364608,198.0,5010.0,2019-11-27 11:17:22.519,30.819,0,38,71.0,52.0,M,0.0,62.0,false,false,0,"0.0,0.0,11.937,14.471","0.0,0.0,140.782,282.187","0,0,474,1134",
588,104.051964,1.360319,149.0,4973.0,2019-11-27 11:17:22.519,30.79,3,4,22.0,22.0,S,0.0,100.0,false,false,0,"0.0,0.0,0.808,2.923","0.0,0.0,139.839,305.68","0,0,70,303",AA
589,104.422255,1.418809,4315.0,4755.0,2019-11-27 11:17:22.519,33.243,0,64,135.0,49.0,L,0.0,127.0,false,false,0,"0.0,0.0,8.454,33.063","0.0,0.0,104.876,420.649","0,0,260,3180",
590,104.420485,1.417169,4292.0,4742.0,2019-11-27 11:17:22.519,33.229,0,26,57.0,44.0,S,0.0,143.0,false,false,0,"0.0,0.0,6.522,5.168","0.0,0.0,105.083,421.84","0,0,210,618",
591,104.428557,1.414559,4374.0,4696.0,2019-11-27 11:17:22.519,33.276,0,128,185.0,66.0,L,0.0,129.0,false,false,0,"0.0,0.0,20.587,20.615","0.0,0.0,105.582,430.287","0,0,578,2081",
592,104.379041,1.413385,3832.0,4795.0,2019-11-27 11:17:22.519,32.965,0,33,75.0,42.0,M,0.0,100.0,false,false,0,"0.0,0.0,13.978,12.082","0.0,0.0,105.499,414.679","0,0,401,1217",
593,104.303441,1.386707,2948.0,4683.0,2019-11-27 11:17:22.519,32.452,0,19,67.0,28.0,S,0.0,103.0,false,false,0,"0.0,0.0,2.721,3.238","0.0,0.0,112.732,417.167","0,0,117,429",
594,104.122916,1.354247,908.0,4747.0,2019-11-27 11:17:22.519,31.246,0,4,22.0,22.0,S,0.0,100.0,false,false,0,"0.0,0.0,2.097,5.188","0.0,0.0,128.717,270.261","0,0,91,367",
595,104.096468,1.357359,627.0,4840.0,2019-11-27 11:17:22.519,31.078,0,56,91.0,58.0,M,0.0,11.0,false,false,0,"0.0,0.0,3.494,5.373","0.0,0.0,129.356,234.389","0,0,155,371",
596,104.109062,1.358601,767.0,4825.0,2019-11-27 11:17:22.519,31.162,0,19,49.0,38.0,S,0.0,61.0,false,false,0,"0.0,0.0,5.184,7.103","0.0,0.0,127.303,242.126","0,0,191,438",
597,104.102055,1.341583,652.0,4660.0,2019-11-27 11:17:22.519,31.093,0,28,64.0,39.0,S,0.0,58.0,false,false,0,"0.0,0.0,8.411,11.275","0.0,0.0,126.481,322.992","0,0,312,949",
598,104.082434,1.355538,470.0,4853.0,2019-11-27 11:17:22.519,30.983,0,71,90.0,74.0,M,0.0,12.0,false,false,0,"0.0,0.0,19.154,127.177","0.0,0.0,131.314,303.339","0,0,653,9639",
599,104.085323,1.35489,500.0,4839.0,2019-11-27 11:17:22.519,31.001,0,7,24.0,26.0,S,0.0,10.0,false,false,0,"0.0,0.0,2.031,3.652","0.0,0.0,130.379,288.702","0,0,105,346",
600,104.095787,1.345661,593.0,4718.0,2019-11-27 11:17:22.519,31.057,0,33,81.0,37.0,M,0.0,70.0,false,false,0,"0.0,0.0,11.44,9.433","0.0,0.0,127.61,304.906","0,0,409,774",
601,104.091302,1.345155,543.0,4722.0,2019-11-27 11:17:22.519,31.027,0,103,154.0,67.0,L,0.0,49.0,false,false,0,"0.0,0.0,29.244,30.795","0.0,0.0,127.874,308.635","0,0,968,2309",
602,104.090123,1.341564,522.0,4687.0,2019-11-27 11:17:22.519,31.015,0,58,92.0,60.0,M,0.0,52.0,false,false,0,"0.0,0.0,13.758,10.967","0.0,0.0,127.29,317.209","0,0,475,893",
603,104.063639,1.348369,249.0,4819.0,2019-11-27 11:17:22.519,30.85,0,12,37.0,28.0,S,0.0,43.0,false,false,0,"0.0,0.0,2.608,5.517","0.0,0.0,134.304,336.459","0,0,121,482",
604,104.07395,1.348673,362.0,4799.0,2019-11-27 11:17:22.519,30.918,0,44,85.0,47.0,M,0.0,39.0,false,false,0,"0.0,0.0,17.916,18.833","0.0,0.0,133.56,324.948","0,0,622,1405",
605,104.068545,1.342014,288.0,4741.0,2019-11-27 11:17:22.519,30.874,0,12,44.0,24.0,S,0.0,15.0,false,false,0,"0.0,0.0,3.44,4.981","0.0,0.0,131.628,326.87","0,0,147,430",
606,104.057966,1.346075,182.0,4808.0,2019-11-27 11:17:22.519,30.81,0,63,85.0,71.0,M,0.0,26.0,false,false,0,"0.0,0.0,25.235,32.893","0.0,0.0,134.456,340.98","0,0,879,2552",
607,104.050812,1.344278,100.0,4805.0,2019-11-27 11:17:22.519,30.76,0,51,118.0,42.0,M,0.0,2.0,false,false,0,"0.0,0.0,7.723,11.55","0.0,0.0,134.394,351.589","0,0,285,958",
608,104.106918,1.340274,702.0,4635.0,2019-11-27 11:17:22.519,31.123,0,13,38.0,32.0,S,0.0,113.0,false,false,0,"0.0,0.0,4.324,5.422","0.0,0.0,125.746,325.275","0,0,181,511",
609,104.099506,1.337519,615.0,4623.0,2019-11-27 11:17:22.519,31.071,0,101,139.0,76.0,L,0.0,64.0,false,false,0,"0.0,0.0,21.382,149.248","0.0,0.0,126.615,336.306","0,0,726,11498",
610,104.105014,1.337521,675.0,4610.0,2019-11-27 11:17:22.519,31.107,0,51,90.0,53.0,M,0.0,67.0,false,false,0,"0.0,0.0,19.373,34.237","0.0,0.0,126.158,332.427","0,0,662,2669",
611,104.093089,1.33615,542.0,4623.0,2019-11-27 11:17:22.519,31.027,0,57,120.0,47.0,M,0.0,68.0,false,false,0,"0.0,0.0,12.099,18.015","0.0,0.0,126.305,331.064","0,0,420,1469",
612,104.482207,1.420133,4971.0,4633.0,2019-11-27 11:17:22.519,33.617,0,125,150.0,84.0,L,0.0,126.0,false,false,0,"0.0,0.0,53.383,120.312","0.0,0.0,104.569,403.34","0,0,1410,11107",
613,104.666449,1.457688,7063.0,4615.0,2019-11-27 11:17:22.519,34.789,0,126,199.0,61.0,L,0.0,104.0,false,false,0,"0.0,0.0,20.549,46.562","0.0,0.0,96.228,256.582","0,0,520,2662",
614,105.428988,1.62309,15743.0,4648.0,2019-11-27 11:17:22.519,39.312,0,37,178.0,46.0,L,0.0,153.0,false,false,0,"0.0,0.0,3.433,4.037","0.0,0.0,77.121,194.083","0,0,95,237",
615,104.515574,1.442852,5386.0,4799.0,2019-11-27 11:17:22.519,33.852,0,137,172.0,80.0,L,0.0,137.0,false,false,0,"0.0,0.0,47.475,66.06","0.0,0.0,101.609,373.509","0,0,1219,5639",
616,104.541833,1.442405,5671.0,4735.0,2019-11-27 11:17:22.519,34.013,0,170,216.0,81.0,L,0.0,135.0,false,false,0,"0.0,0.0,28.249,55.704","0.0,0.0,99.508,326.636","0,0,734,4221",
617,104.708414,1.475288,7560.0,4707.0,2019-11-27 11:17:22.519,35.063,0,235,251.0,93.0,L,0.0,84.0,false,false,0,"0.0,0.0,87.782,122.574","0.0,0.0,99.424,281.225","0,0,2214,7724",
618,104.82452,1.505432,8893.0,4765.0,2019-11-27 11:17:22.519,35.788,0,224,257.0,87.0,L,0.0,92.0,false,false,0,"0.0,0.0,38.733,92.361","0.0,0.0,101.025,256.169","0,0,1007,5266",
619,104.865762,1.519896,9375.0,4825.0,2019-11-27 11:17:22.519,36.047,3,8,41.0,22.0,S,0.0,10.0,false,false,0,"0.0,0.0,0.714,3.2","0.0,0.0,92.259,241.225","0,0,50,244",AA
620,105.376326,1.629097,15183.0,4831.0,2019-11-27 11:17:22.519,39.037,0,14,69.0,22.0,S,0.0,10.0,false,false,0,"0.0,0.0,1.142,3.502","0.0,0.0,73.793,191.536","0,0,48,205",
621,105.426421,1.627048,15724.0,4696.0,2019-11-27 11:17:22.519,39.303,0,9,32.0,24.0,S,0.0,169.0,false,false,0,"0.0,0.0,1.754,3.358","0.0,0.0,77.576,196.154","0,0,63,210",
622,105.44798,1.635957,15979.0,4742.0,2019-11-27 11:17:22.519,39.428,0,14,46.0,26.0,S,0.0,18.0,false,false,0,"0.0,0.0,1.04,4.394","0.0,0.0,77.232,149.2","0,0,48,189",
623,105.438956,1.639623,15889.0,4801.0,2019-11-27 11:17:22.519,39.384,0,36,116.0,29.0,M,0.0,9.0,false,false,0,"0.0,0.0,7.025,5.603","0.0,0.0,76.704,165.322","0,0,163,254",
624,105.462384,1.63866,16142.0,4738.0,2019-11-27 11:17:22.519,39.508,0,14,52.0,24.0,S,0.0,17.0,false,false,0,"0.0,0.0,0.495,4.721","0.0,0.0,78.116,148.139","0,0,38,196",
625,105.461545,1.646228,16150.0,4820.0,2019-11-27 11:17:22.519,39.511,0,59,130.0,76.0,L,0.0,58.0,false,false,0,"0.0,0.0,0.798,3.56","0.0,0.0,78.272,159.661","0,0,44,172",
626,105.515707,1.657744,16766.0,4820.0,2019-11-27 11:17:22.519,39.811,0,10,37.0,22.0,S,0.0,2.0,false,false,0,"0.0,0.0,0.37,4.876","0.0,0.0,85.406,179.566","0,0,39,249",
627,106.220408,1.799143,24761.0,4732.0,2019-11-27 11:17:22.519,43.465,0,9,41.0,21.0,S,0.0,176.0,false,false,0,"0.0,0.0,0.632,3.21","0.0,0.0,84.511,216.896","0,0,44,214",
628,104.514904,1.458405,5414.0,4966.0,2019-11-27 11:17:22.519,33.868,0,97,125.0,72.0,L,0.0,163.0,false,false,0,"0.0,0.0,24.067,29.355","0.0,0.0,100.127,355.537","0,0,633,2437",
629,104.793123,1.513803,8570.0,4925.0,2019-11-27 11:17:22.519,35.614,0,391,413.0,107.0,L,0.0,152.0,false,false,0,"0.0,0.0,2.496,4.368","0.0,0.0,108.427,269.341","0,0,107,359",
630,104.791383,1.51731,8559.0,4966.0,2019-11-27 11:17:22.519,35.608,0,31,114.0,38.0,M,0.0,35.0,false,false,0,"0.0,0.0,1.431,3.223","0.0,0.0,107.886,265.035","0,0,78,283",
631,104.821204,1.531506,8916.0,5049.0,2019-11-27 11:17:22.519,35.8,3,22,87.0,24.0,M,0.0,8.0,false,false,0,"0.0,0.0,0.627,3.642","0.0,0.0,97.862,255.782","0,0,51,283",AA
632,104.868701,1.540177,9453.0,5034.0,2019-11-27 11:17:22.519,36.089,0,294,294.0,97.0,L,0.0,112.0,false,false,0,"0.0,0.0,42.319,62.287","0.0,0.0,90.475,248.265","0,0,991,3538",
633,105.418918,1.642389,15677.0,4876.0,2019-11-27 11:17:22.519,39.28,0,36,124.0,25.0,L,0.0,8.0,false,false,0,"0.0,0.0,3.949,8.224","0.0,0.0,75.963,186.8","0,0,102,389",
634,105.443078,1.656895,15973.0,4975.0,2019-11-27 11:17:22.519,39.425,0,15,62.0,20.0,S,0.0,7.0,false,false,0,"0.0,0.0,0.627,3.644","0.0,0.0,76.689,170.287","0,0,40,186",
635,105.456439,1.660637,16127.0,4985.0,2019-11-27 11:17:22.519,39.5,0,13,56.0,22.0,S,0.0,8.0,false,false,0,"0.0,0.0,0.551,3.832","0.0,0.0,77.652,174.27","0,0,39,200",
636,105.456965,1.661199,16134.0,4990.0,2019-11-27 11:17:22.519,39.504,0,9,39.0,20.0,S,0.0,37.0,false,false,0,"0.0,0.0,0.763,3.342","0.0,0.0,77.688,175.162","0,0,43,182",
637,105.470294,1.664213,16286.0,4992.0,2019-11-27 11:17:22.519,39.578,0,10,105.0,14.0,M,0.0,6.0,false,false,0,"0.0,0.0,0.427,3.368","0.0,0.0,77.546,172.962","0,0,37,183",
638,105.507242,1.667114,16695.0,4939.0,2019-11-27 11:17:22.519,39.776,0,155,159.0,107.0,L,0.0,24.0,false,false,0,"0.0,0.0,1.937,4.702","0.0,0.0,85.042,183.892","0,0,72,256",
639,105.509824,1.677661,16747.0,5045.0,2019-11-27 11:17:22.519,39.801,0,47,98.0,60.0,M,0.0,29.0,false,false,0,"0.0,0.0,1.65,3.313","0.0,0.0,85.02,182.534","0,0,66,206",
640,105.501417,1.676144,16652.0,5048.0,2019-11-27 11:17:22.519,39.755,0,170,212.0,108.0,L,0.0,82.0,false,false,0,"0.0,0.0,1.816,4.768","0.0,0.0,85.188,197.957","0,0,70,300",
641,104.541388,1.47803,5747.0,5114.0,2019-11-27 11:17:22.519,34.056,0,96,127.0,71.0,L,0.0,136.0,false,false,0,"0.0,0.0,49.042,40.35","0.0,0.0,98.753,312.873","0,0,1231,2923",
642,105.421295,1.660101,15743.0,5059.0,2019-11-27 11:17:22.519,39.312,0,16,80.0,22.0,M,0.0,10.0,false,false,0,"0.0,0.0,2.543,3.41","0.0,0.0,75.38,179.124","0,0,75,190",
643,105.501505,1.676162,16653.0,5048.0,2019-11-27 11:17:22.519,39.756,0,150,183.0,116.0,L,0.0,86.0,false,false,0,"0.0,0.0,1.877,4.34","0.0,0.0,83.674,208.477","0,0,70,300",
644,105.530177,1.684869,16985.0,5076.0,2019-11-27 11:17:22.519,39.916,0,17,68.0,22.0,S,0.0,7.0,false,false,0,"0.0,0.0,0.677,3.461","0.0,0.0,86.308,188.588","0,0,46,201",
645,105.426007,1.620203,15704.0,4624.0,2019-11-27 11:17:22.519,39.293,0,29,76.0,35.0,M,0.0,13.0,false,false,0,"0.0,0.0,3.896,2.545","0.0,0.0,76.494,201.219","0,0,103,178",
646,104.541297,1.448064,5678.0,4796.0,2019-11-27 11:17:22.519,34.017,0,34,120.0,38.0,M,0.0,34.0,false,false,0,"0.0,0.0,3.229,1.908","0.0,0.0,99.322,324.348","0,0,117,246",
647,105.424576,1.626205,15702.0,4691.0,2019-11-27 11:17:22.519,39.292,0,42,107.0,36.0,M,0.0,13.0,false,false,0,"0.0,0.0,12.583,1.644","0.0,0.0,76.865,199.519","0,0,272,136",
648,105.419158,1.630188,15652.0,4745.0,2019-11-27 11:17:22.519,39.268,0,9,32.0,24.0,S,0.0,169.0,false,false,0,"0.0,0.0,2.841,1.498","0.0,0.0,76.65,199.322","0,0,83,128",
649,105.419752,1.631305,15661.0,4756.0,2019-11-27 11:17:22.519,39.272,0,14,69.0,22.0,S,0.0,10.0,false,false,0,"0.0,0.0,3.693,0.746","0.0,0.0,76.644,196.821","0,0,99,94",
650,105.925544,1.736187,21407.0,4728.0,2019-11-27 11:17:22.519,41.982,0,7,47.0,14.0,S,0.0,3.0,false,false,0,"0.0,0.0,2.605,1.76","0.0,0.0,47.242,144.078","0,0,48,101",
651,105.374647,1.630992,15169.0,4855.0,2019-11-27 11:17:22.519,39.03,0,21,87.0,21.0,M,0.0,10.0,false,false,0,"0.0,0.0,4.77,1.651","0.0,0.0,73.53,191.994","0,0,115,129",
652,105.112638,1.598232,12241.0,5099.0,2019-11-27 11:17:22.519,37.552,0,6,28.0,22.0,S,0.0,10.0,false,false,0,"0.0,0.0,3.015,0.843","0.0,0.0,73.794,207.67","0,0,84,106",
653,104.450332,1.462504,4720.0,5156.0,2019-11-27 11:17:22.519,33.474,0,25,96.0,24.0,M,0.0,9.0,false,false,0,"0.0,0.0,5.47,1.183","0.0,0.0,102.099,362.328","0,0,176,208",
654,104.044933,1.376419,109.0,5159.0,2019-11-27 11:17:22.519,30.766,0,2,22.0,10.0,S,0.0,10.0,false,false,0,"0.0,0.0,3.435,1.318","0.0,0.0,178.626,472.399","0,0,198,247",
655,104.044797,1.375307,105.0,5148.0,2019-11-27 11:17:22.519,30.763,0,12,116.0,39.0,M,0.0,114.0,false,false,0,"0.0,0.0,3.92,2.319","0.0,0.0,174.755,445.64","0,0,214,335",
656,104.436317,1.501556,4656.0,5602.0,2019-11-27 11:17:22.519,33.438,0,61,115.0,52.0,M,0.0,124.0,false,false,0,"0.0,0.0,17.948,21.496","0.0,0.0,104.767,359.456","0,0,502,1801",
657,104.445908,1.490339,4735.0,5461.0,2019-11-27 11:17:22.519,33.483,0,38,88.0,41.0,M,0.0,76.0,false,false,0,"0.0,0.0,7.816,10.683","0.0,0.0,102.877,350.847","0,0,234,913",
658,104.086459,1.427786,678.0,5611.0,2019-11-27 11:17:22.519,31.109,0,7,24.0,26.0,S,0.0,10.0,false,false,0,"0.0,0.0,3.381,9.3","0.0,0.0,135.74,185.215","0,0,138,400",
659,104.091832,1.423156,726.0,5549.0,2019-11-27 11:17:22.519,31.137,0,12,108.0,25.0,M,0.0,164.0,false,false,0,"0.0,0.0,2.197,8.746","0.0,0.0,134.025,182.909","0,0,97,371",
660,104.093565,1.41793,733.0,5490.0,2019-11-27 11:17:22.519,31.142,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,2.622,4.655","0.0,0.0,133.973,186.469","0,0,117,225",
661,104.47004,1.48204,4979.0,5318.0,2019-11-27 11:17:22.519,33.622,0,108,123.0,83.0,L,0.0,18.0,false,false,0,"0.0,0.0,27.85,17.297","0.0,0.0,101.966,336.539","0,0,739,1360",
662,104.471105,1.480012,4986.0,5294.0,2019-11-27 11:17:22.519,33.626,0,59,135.0,42.0,L,0.0,9.0,false,false,0,"0.0,0.0,15.04,18.312","0.0,0.0,101.988,337.165","0,0,415,1440",
663,104.423319,1.484623,4476.0,5452.0,2019-11-27 11:17:22.519,33.335,0,51,105.0,48.0,M,0.0,133.0,false,false,0,"0.0,0.0,7.397,39.027","0.0,0.0,104.235,382.297","0,0,229,3357",
664,104.366765,1.467427,3821.0,5397.0,2019-11-27 11:17:22.519,32.959,0,20,56.0,35.0,S,0.0,10.0,false,false,0,"0.0,0.0,9.961,4.271","0.0,0.0,107.16,378.77","0,0,304,471",
665,104.366782,1.463822,3813.0,5359.0,2019-11-27 11:17:22.519,32.954,0,92,180.0,50.0,L,0.0,8.0,false,false,0,"0.0,0.0,16.339,7.778","0.0,0.0,106.879,377.54","0,0,474,759",
666,104.09644,1.412948,753.0,5431.0,2019-11-27 11:17:22.519,31.154,0,20,44.0,40.0,S,0.0,74.0,false,false,0,"0.0,0.0,7.637,23.395","0.0,0.0,133.596,189.273","0,0,287,1020",
667,104.101126,1.408532,794.0,5373.0,2019-11-27 11:17:22.519,31.178,0,4,22.0,17.0,S,0.0,10.0,false,false,0,"0.0,0.0,3.643,6.149","0.0,0.0,131.085,195.482","0,0,147,308",
668,104.091758,1.405902,686.0,5366.0,2019-11-27 11:17:22.519,31.113,0,54,128.0,43.0,L,0.0,1.0,false,false,0,"0.0,0.0,11.796,10.798","0.0,0.0,133.553,230.084","0,0,420,636",
669,104.098196,1.406734,758.0,5361.0,2019-11-27 11:17:22.519,31.157,0,71,93.0,72.0,M,0.0,16.0,false,false,0,"0.0,0.0,2.034,12.798","0.0,0.0,132.393,208.57","0,0,104,681",
670,104.472545,1.465614,4969.0,5138.0,2019-11-27 11:17:22.519,33.616,3,17,57.0,26.0,S,0.0,5.0,false,false,0,"0.0,0.0,1.487,3.754","0.0,0.0,101.296,358.365","0,0,74,407",AA
